MSGID,SYMBOL,ENUMNAME,FACILITY,OWNER,CATEGORY,SEVERITY,STATUS,SRC
78,SET_TABLE_BUFFER_ALL_STATUS_TEXT,SetTableBufferAllStatusText,COMMAND:SET TABLE BUFFER,COMMAND:SET TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
79,SET_TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_TEXT,SetTableBufferCannotDetermineCurrentAreaText,COMMAND:SET TABLE BUFFER,COMMAND:SET TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
80,SET_TABLE_BUFFER_AREA_STATUS_TEXT,SetTableBufferAreaStatusText,COMMAND:SET TABLE BUFFER,COMMAND:SET TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
81,TABLE_BUFFER_USAGE_TEXT,TableBufferUsageText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
82,TABLE_BUFFER_TESTADD_USAGE_TEXT,TableBufferTestAddUsageText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
83,TABLE_BUFFER_AREAS_ALL_TITLE_TEXT,TableBufferAreasAllTitleText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
84,TABLE_BUFFER_OCCUPIED_AREAS_TITLE_TEXT,TableBufferOccupiedAreasTitleText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
85,TABLE_BUFFER_AREAS_UPDATED_TEXT,TableBufferAreasUpdatedText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
86,TABLE_BUFFER_PERSISTENCE_UPDATED_TEXT,TableBufferPersistenceUpdatedText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
87,TABLE_BUFFER_INVALID_AREA_TEXT,TableBufferInvalidAreaText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
88,TABLE_BUFFER_STATUS_HEADER_TEXT,TableBufferStatusHeaderText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
89,TABLE_BUFFER_DUMP_HEADER_TEXT,TableBufferDumpHeaderText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
90,TABLE_BUFFER_EMPTY_BUFFER_TEXT,TableBufferEmptyBufferText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
91,TABLE_BUFFER_NO_CURRENT_ENABLED_AREA_TEXT,TableBufferNoCurrentEnabledAreaText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
92,TABLE_BUFFER_NO_CURRENT_AREA_SELECTED_OR_ENABLED_TEXT,TableBufferNoCurrentAreaSelectedOrEnabledText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
93,TABLE_BUFFER_INVALID_RECNO_TEXT,TableBufferInvalidRecnoText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
94,TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_SPECIFY_TEXT,TableBufferCannotDetermineCurrentAreaSpecifyText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
95,TABLE_BUFFER_RESET_ALL_TEXT,TableBufferResetAllText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
96,TABLE_BUFFER_UNKNOWN_SUBCOMMAND_TEXT,TableBufferUnknownSubcommandText,COMMAND:TABLE BUFFER,COMMAND:TABLE BUFFER,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
97,SET_CONSOLE_USAGE_TEXT,SetConsoleUsageText,COMMAND:SET CONSOLE,COMMAND:SET CONSOLE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
98,SET_PRINT_USAGE_TEXT,SetPrintUsageText,COMMAND:SET PRINT,COMMAND:SET PRINT,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
99,SET_PRINT_TO_USAGE_TEXT,SetPrintToUsageText,COMMAND:SET PRINT,COMMAND:SET PRINT,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
100,SET_PRINT_TO_FAILED_TEXT,SetPrintToFailedText,COMMAND:SET PRINT,COMMAND:SET PRINT,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
101,SET_PRINT_ON_REQUIRES_FILE_TEXT,SetPrintOnRequiresFileText,COMMAND:SET PRINT,COMMAND:SET PRINT,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
102,SET_ALTERNATE_USAGE_TEXT,SetAlternateUsageText,COMMAND:SET ALTERNATE,COMMAND:SET ALTERNATE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
103,SET_ALTERNATE_TO_USAGE_TEXT,SetAlternateToUsageText,COMMAND:SET ALTERNATE,COMMAND:SET ALTERNATE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
104,SET_ALTERNATE_TO_FAILED_TEXT,SetAlternateToFailedText,COMMAND:SET ALTERNATE,COMMAND:SET ALTERNATE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
105,SET_ALTERNATE_TO_STATUS_TEXT,SetAlternateToStatusText,COMMAND:SET ALTERNATE,COMMAND:SET ALTERNATE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
106,SET_ALTERNATE_STATUS_TEXT,SetAlternateStatusText,COMMAND:SET ALTERNATE,COMMAND:SET ALTERNATE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
107,SET_TALK_USAGE_TEXT,SetTalkUsageText,COMMAND:SET TALK,COMMAND:SET TALK,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
108,SET_TALK_STATUS_TEXT,SetTalkStatusText,COMMAND:SET TALK,COMMAND:SET TALK,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
109,SET_ECHO_USAGE_TEXT,SetEchoUsageText,COMMAND:SET ECHO,COMMAND:SET ECHO,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
110,SET_ECHO_STATUS_TEXT,SetEchoStatusText,COMMAND:SET ECHO,COMMAND:SET ECHO,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
111,ECHO_USAGE_TEXT,EchoUsageText,COMMAND:ECHO,COMMAND:ECHO,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
112,SET_PAGING_USAGE_TEXT,SetPagingUsageText,COMMAND:SET PAGING,COMMAND:SET PAGING,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
113,SET_PAGING_STATUS_TEXT,SetPagingStatusText,COMMAND:SET PAGING,COMMAND:SET PAGING,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
114,SET_WRAP_USAGE_TEXT,SetWrapUsageText,COMMAND:SET WRAP,COMMAND:SET WRAP,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
115,SET_WRAP_STATUS_TEXT,SetWrapStatusText,COMMAND:SET WRAP,COMMAND:SET WRAP,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
116,SET_DEVDIAG_USAGE_TEXT,SetDevdiagUsageText,COMMAND:SET DEVDIAG,COMMAND:SET DEVDIAG,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
117,SET_DEVDIAG_STATUS_TEXT,SetDevdiagStatusText,COMMAND:SET DEVDIAG,COMMAND:SET DEVDIAG,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
118,SET_TIMER_USAGE_TEXT,SetTimerUsageText,COMMAND:SET TIMER,COMMAND:SET TIMER,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
119,SET_TIMER_STATUS_TEXT,SetTimerStatusText,COMMAND:SET TIMER,COMMAND:SET TIMER,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
120,SET_POLLING_USAGE_TEXT,SetPollingUsageText,COMMAND:SET POLLING,COMMAND:SET POLLING,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
121,SET_POLLING_STATUS_TEXT,SetPollingStatusText,COMMAND:SET POLLING,COMMAND:SET POLLING,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
122,SET_DELETED_USAGE_TEXT,SetDeletedUsageText,COMMAND:SET DELETED,COMMAND:SET DELETED,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
123,SET_DELETED_STATUS_TEXT,SetDeletedStatusText,COMMAND:SET DELETED,COMMAND:SET DELETED,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
124,SET_EDITOR_USAGE_TEXT,SetEditorUsageText,COMMAND:SET EDITOR,COMMAND:SET EDITOR,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
125,SET_EDITOR_OFF_STATUS_TEXT,SetEditorOffStatusText,COMMAND:SET EDITOR,COMMAND:SET EDITOR,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
126,SET_EDITOR_DEFAULT_STATUS_TEXT,SetEditorDefaultStatusText,COMMAND:SET EDITOR,COMMAND:SET EDITOR,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
127,SET_EDITOR_CUSTOM_STATUS_TEXT,SetEditorCustomStatusText,COMMAND:SET EDITOR,COMMAND:SET EDITOR,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
128,SET_DEVICE_USAGE_TEXT,SetDeviceUsageText,COMMAND:SET DEVICE,COMMAND:SET DEVICE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
129,SET_DEVICE_FILE_USAGE_TEXT,SetDeviceFileUsageText,COMMAND:SET DEVICE,COMMAND:SET DEVICE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
130,SET_DEVICE_FILE_FAILED_TEXT,SetDeviceFileFailedText,COMMAND:SET DEVICE,COMMAND:SET DEVICE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
131,SET_DEVICE_PRINTER_FAILED_TEXT,SetDevicePrinterFailedText,COMMAND:SET DEVICE,COMMAND:SET DEVICE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
132,SET_PRN_CONSOLE_NOTE_TEXT,SetPrnConsoleNoteText,COMMAND:SET,COMMAND:SET,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
133,SET_PRN_NULL_NOTE_TEXT,SetPrnNullNoteText,COMMAND:SET,COMMAND:SET,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
134,SET_PRN_FILE_NOTE_TEXT,SetPrnFileNoteText,COMMAND:SET,COMMAND:SET,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
135,SET_PRN_PRINTER_DEFAULT_STAGED_NOTE_TEXT,SetPrnPrinterDefaultStagedNoteText,COMMAND:SET,COMMAND:SET,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
136,SET_PRN_PRINTER_NAMED_STAGED_NOTE_TEXT,SetPrnPrinterNamedStagedNoteText,COMMAND:SET,COMMAND:SET,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
137,AREA_USAGE_TEXT,AreaUsageText,COMMAND:AREA,COMMAND:AREA,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
138,DISPLAY_RECORD_HEADER_TEXT,DisplayRecordHeaderText,COMMAND:DISPLAY,COMMAND:DISPLAY,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
139,DISPLAY_RECORD_DELETED_SUFFIX_TEXT,DisplayRecordDeletedSuffixText,COMMAND:DISPLAY,COMMAND:DISPLAY,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
140,DISPLAY_FIELD_LINE_TEXT,DisplayFieldLineText,COMMAND:DISPLAY,COMMAND:DISPLAY,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
141,SET_PATH_USAGE_TEXT,SetPathUsageText,COMMAND:SET PATH,COMMAND:SET PATH,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
142,SET_PATH_RESET_TEXT,SetPathResetText,COMMAND:SET PATH,COMMAND:SET PATH,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
143,SET_PATH_UNKNOWN_SLOT_TEXT,SetPathUnknownSlotText,COMMAND:SET PATH,COMMAND:SET PATH,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
144,SET_PATH_ASSIGNED_TEXT,SetPathAssignedText,COMMAND:SET PATH,COMMAND:SET PATH,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
145,SET_PATH_WARN_MISSING_TEXT,SetPathWarnMissingText,COMMAND:SET PATH,COMMAND:SET PATH,WARNING,WARNING,ACTIVE,src/help/helpdata_messages.cpp
146,SET_PATH_WARN_EXPECTED_DIRECTORY_TEXT,SetPathWarnExpectedDirectoryText,COMMAND:SET PATH,COMMAND:SET PATH,WARNING,WARNING,ACTIVE,src/help/helpdata_messages.cpp
147,SET_INDEX_USAGE_TEXT,SetIndexUsageText,COMMAND:SET INDEX,COMMAND:SET INDEX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
148,SET_INDEX_NO_TABLE_OPEN_TEXT,SetIndexNoTableOpenText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
149,SET_INDEX_MISSING_FILENAME_TEXT,SetIndexMissingFilenameText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
150,SET_INDEX_TAG_REQUIRES_NAME_TEXT,SetIndexTagRequiresNameText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
151,SET_INDEX_UNEXPECTED_TRAILING_TOKEN_TEXT,SetIndexUnexpectedTrailingTokenText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
152,SET_INDEX_UNSUPPORTED_CONTAINER_TEXT,SetIndexUnsupportedContainerText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
153,SET_INDEX_V32_ACCEPTS_INX_OR_CNX_TEXT,SetIndexV32AcceptsInxOrCnxText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
154,SET_INDEX_V64_REQUIRES_CDX_TEXT,SetIndexV64RequiresCdxText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
155,SET_INDEX_UNKNOWN_FLAVOR_TEXT,SetIndexUnknownFlavorText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
156,SET_INDEX_NO_VALID_V32_INDEX_TEXT,SetIndexNoValidV32IndexText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
157,SET_INDEX_UNABLE_OPEN_CDX_CONTAINER_TEXT,SetIndexUnableOpenCdxContainerText,COMMAND:SET INDEX,COMMAND:SET INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
